CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
DAF   ,FAD CF,WHI,2023,1
DAF   ,FADCF5,WHI,2023,1
DAF   ,FAP LF,RED,2023,1
DAF   ,FAT CF,WHI,2023,1
DAF   ,FTT CF,WHI,2023,3
DAF   ,FTTXF5,WHI,2023,1
DAF   ,XF 530,WHI,2023,1
DAF   ,XF530 ,RED,2023,1
DAF   ,XG660 ,RED,2024,1
DEUTZ ,115GS ,GRN,2024,2
DEUTZ ,4090  ,GRN,2023,1
DEUTZ ,5125G ,GRN,2023,1
DEUTZ ,5125G ,GRN,2024,4
DEUTZ ,6130  ,GRN,2023,1
DEUTZ ,AGROTN,GRN,2024,1
DODGE ,RAM   ,BLU,2024,1
DODGE ,RAM   ,GRY,2024,1
DODGE ,RAM   ,SIL,2023,1
DODGE ,RAM 35,WHI,2024,1
DODGE ,RAM TR,BLK,2023,1
DUCATI,DIAVEL,RED,2023,1
DUCATI,MONSTE,RED,2024,2
DUCATI,MULTIS,BLK,2024,1
DUCATI,PANIGA,BLK,2024,2
DUCATI,PANIGA,RED,2024,4
DUCATI,SCRAMB,RED,2023,1
DUCATI,STREET,BLK,2024,1
DUCATI,STREET,RED,2023,1
DUCATI,STREET,RED,2024,4
DUCATI,SUPERS,WHI,2024,1
DUCATI,V2 STR,GRN,2023,1
DUCATI,V4 S P,RED,2024,1
DYNAPC,CA35PD,WHI,2023,1
ENFORC,FLBCTE,RED,2024,1
ENFORC,THDBXH,RED,2024,1
F LINE,CASCAD,WHI,2023,6
F LINE,CASCAD,WHI,2024,3
FENDT ,      ,GRN,2024,1
FENDT ,211P  ,GRN,2024,2
FENDT ,514   ,GRN,2024,2
FENDT ,516   ,GRN,2024,1
FENDT ,937   ,GRN,2023,1
FENDT ,MT940 ,GRN,2024,1
FERRAR,296 GT,BLU,2024,1
FERRAR,296 GT,RED,2024,1
FERRAR,812 GT,GRN,2024,1
FERRAR,812 GT,RED,2024,1
FERRAR,PUROSA,BLK,2024,1
FIAT  ,500   ,GRN,2024,2
FIAT  ,500E  ,WHI,2023,9
FIAT  ,500E  ,WHI,2024,6
FIAT  ,C7454 ,WHI,2024,1
FIAT  ,CONQUE,WHI,2024,1
FIAT  ,DUCATO,BLU,2024,1
FIAT  ,DUCATO,WHI,2023,2
FIAT  ,DUCATO,WHI,2024,22
FIAT  ,JRV   ,WHI,2024,4
FIAT  ,OPTIMU,SIL,2024,1
FIAT  ,RANGER,GRY,2024,1
FONZI ,125   ,GRN,2024,1
FONZI ,ARTHUR,BLU,2024,1
FONZI ,ARTHUR,GRN,2024,1
FONZI ,ARTHUR,RED,2024,1
FONZI ,ARTHUR,WHI,2024,1
FORD  ,2023  ,WHI,2024,1
FORD  ,ALL N ,WHI,2024,1
FORD  ,ESCAPE,BLK,2023,1
FORD  ,ESCAPE,RED,2023,2
FORD  ,ESCAPE,WHI,2023,10
FORD  ,EVERES,BLK,2024,88
FORD  ,EVERES,BLU,2024,41
FORD  ,EVERES,BRZ,2024,19
FORD  ,EVERES,GRY,2024,137
FORD  ,EVERES,OGE,2024,1
FORD  ,EVERES,SIL,2024,115
FORD  ,EVERES,WHI,2023,1
FORD  ,EVERES,WHI,2024,185
FORD  ,EVERTE,BLK,2024,1
FORD  ,F 150 ,GRY,2024,1
FORD  ,F 150 ,SIL,2024,2
FORD  ,F 250 ,GRY,2023,1
FORD  ,F 350 ,GRY,2024,1
FORD  ,F150  ,BLK,2023,1
FORD  ,F150  ,BLK,2024,2
FORD  ,F150  ,BLU,2023,1
FORD  ,F150  ,BLU,2024,1
FORD  ,F150  ,GRY,2023,2
FORD  ,F150  ,GRY,2024,7
FORD  ,F150  ,SIL,2023,2
FORD  ,F150  ,SIL,2024,4
FORD  ,F150  ,WHI,2024,4
FORD  ,F150 L,BLK,2024,1
FORD  ,F150 L,GRY,2023,1
FORD  ,F150 L,GRY,2024,1
FORD  ,F150 L,WHI,2024,1
FORD  ,F150 S,GRY,2024,1
FORD  ,F150 X,GRY,2024,2
FORD  ,F250  ,WHI,2023,1
FORD  ,F250SR,WHI,2024,1
FORD  ,F350  ,GRY,2024,1
FORD  ,FORD R,WHI,2024,1
FORD  ,MACH E,BLK,2024,1
FORD  ,MACH E,BLU,2024,2
FORD  ,MACH E,GRY,2024,2
FORD  ,MACH E,RED,2023,1
FORD  ,MACHE ,GRY,2024,1
FORD  ,MACHE ,RED,2024,1
FORD  ,MACHE ,WHI,2024,1
FORD  ,MUSTAN,BLK,2024,1
FORD  ,MUSTAN,BLU,2023,1
FORD  ,MUSTAN,BLU,2024,5
FORD  ,MUSTAN,GRY,2024,3
FORD  ,MUSTAN,RED,2024,1
FORD  ,MUSTAN,WHI,2024,1
FORD  ,PUMA  ,BLK,2024,1
FORD  ,PUMA  ,BLU,2023,1
FORD  ,PUMA  ,GRY,2023,1
FORD  ,PUMA  ,GRY,2024,4
FORD  ,PUMA  ,WHI,2024,3
FORD  ,PUMA S,GRY,2024,1
FORD  ,RANGE ,GRY,2024,1
FORD  ,RANGER,BEI,2024,1
FORD  ,RANGER,BLK,2023,2
FORD  ,RANGER,BLK,2024,245
FORD  ,RANGER,BLU,2023,3
FORD  ,RANGER,BLU,2024,97
FORD  ,RANGER,BRZ,2024,8
FORD  ,RANGER,GLD,2024,1
FORD  ,RANGER,GRN,2024,1
FORD  ,RANGER,GRY,2023,4
FORD  ,RANGER,GRY,2024,332
FORD  ,RANGER,OGE,2024,25
FORD  ,RANGER,RED,2024,24
FORD  ,RANGER,SIL,2023,15
FORD  ,RANGER,SIL,2024,211
FORD  ,RANGER,WHI,2023,49
FORD  ,RANGER,WHI,2024,571
FORD  ,RANGER,YLW,2024,15
FORD  ,RAPTOR,BLK,2024,1
FORD  ,RAPTOR,GRY,2024,4
FORD  ,RAPTOR,WHI,2024,2
FORD  ,TANSIT,BLK,2024,1
FORD  ,TR CUS,WHI,2024,1
FORD  ,TRANSI,BLK,2024,8
FORD  ,TRANSI,BLU,2024,2
FORD  ,TRANSI,GRY,2023,1
FORD  ,TRANSI,GRY,2024,43
FORD  ,TRANSI,OGE,2024,1
FORD  ,TRANSI,RED,2024,4
FORD  ,TRANSI,SIL,2024,21
FORD  ,TRANSI,TAN,2024,1
FORD  ,TRANSI,WHI,2023,9
FORD  ,TRANSI,WHI,2024,205
FORD  ,TRANSI,YLW,2024,1
FUSO  ,BE741G,WHI,2023,1
FUSO  ,BE741J,WHI,2024,1
FUSO  ,CANTER,BLU,2024,4
FUSO  ,CANTER,WHI,2023,2
FUSO  ,CANTER,WHI,2024,14
FUSO  ,FEA21C,WHI,2024,1
FUSO  ,FEA21E,WHI,2024,2
FUSO  ,FEA61B,WHI,2024,6
FUSO  ,FEB21E,RED,2024,8
FUSO  ,FEB21E,WHI,2024,16
FUSO  ,FEC81C,WHI,2024,2
FUSO  ,FECX1G,WHI,2023,1
FUSO  ,FIGHT ,WHI,2024,1
FUSO  ,FIGHTE,WHI,2023,4
FUSO  ,FIGHTE,WHI,2024,13
FUSO  ,FK62FL,BLU,2023,1
FUSO  ,FK62FL,WHI,2024,2
FUSO  ,FK65FL,WHI,2024,2
FUSO  ,FM67FS,BLU,2023,1
FUSO  ,FM67FS,BLU,2024,6
FUSO  ,FV74HK,WHI,2023,1
FUSO  ,FV74VK,WHI,2023,1
FUSO  ,ROSA L,WHI,2024,1
FUSO  ,SHOGUN,WHI,2023,5
FUSO  ,SHOGUN,WHI,2024,2
G WALL,ALPHA ,GRY,2024,2
G WALL,ALPHA ,WHI,2024,1
G WALL,CANNON,BLK,2023,8
G WALL,CANNON,BLK,2024,35
G WALL,CANNON,BLU,2023,2
G WALL,CANNON,BLU,2024,5
G WALL,CANNON,GRY,2023,1
G WALL,CANNON,GRY,2024,4
G WALL,CANNON,RED,2023,4
G WALL,CANNON,RED,2024,6
G WALL,CANNON,SIL,2023,4
G WALL,CANNON,SIL,2024,15
G WALL,CANNON,WHI,2023,8
G WALL,CANNON,WHI,2024,99
G WALL,H6    ,BLK,2024,1
G WALL,HAVAL ,GRY,2024,2
G WALL,HAVAL ,WHI,2024,1
G WALL,JOLION,BLU,2024,1
G WALL,JOLION,GRY,2024,1
G WALL,JOLION,WHI,2024,2
G WALL,NPW   ,WHI,2024,1
G WALL,NPW GW,WHI,2024,1
G WALL,ORA   ,BLK,2023,2
G WALL,ORA   ,BLK,2024,1
G WALL,ORA   ,BLU,2023,1
G WALL,ORA   ,BLU,2024,2
G WALL,ORA   ,GRN,2023,2
G WALL,ORA   ,GRN,2024,6
G WALL,ORA   ,GRY,2023,1
G WALL,ORA   ,GRY,2024,1
G WALL,ORA   ,RED,2024,2
G WALL,ORA   ,WHI,2023,4
G WALL,ORA   ,WHI,2024,4
G WALL,ORA 63,BLU,2023,1
G WALL,ORA 63,WHI,2023,1
G WALL,TANK  ,BLK,2024,22
G WALL,TANK  ,GLD,2024,2
G WALL,TANK  ,GRY,2024,8
G WALL,TANK  ,OGE,2024,3
G WALL,TANK  ,RED,2024,1
G WALL,TANK  ,SIL,2024,4
G WALL,TANK  ,WHI,2024,16
G WALL,TANK 3,BLK,2023,1
G WALL,TANK 3,BLK,2024,15
G WALL,TANK 3,GRY,2023,1
G WALL,TANK 3,GRY,2024,12
G WALL,TANK 3,OGE,2024,4
G WALL,TANK 3,RED,2024,4
G WALL,TANK 3,WHI,2023,3
G WALL,TANK 3,WHI,2024,5
G WALL,TANK 5,BLK,2024,10
G WALL,TANK 5,GLD,2024,4
G WALL,TANK 5,SIL,2024,6
G WALL,TANK 5,WHI,2024,15
G WALL,TANK30,GRY,2024,1
G WALL,TANK50,BLK,2024,1
G WALL,TANK50,WHI,2024,2
GASGAS,EC 250,RED,2023,1
GASGAS,EC250 ,RED,2024,2
GASGAS,EC300 ,RED,2023,3
GASGAS,EC300 ,RED,2024,2
GASGAS,EC350F,RED,2024,2
GASGAS,ES 700,RED,2023,3
GASGAS,ES700 ,RED,2023,2
GASGAS,EX300 ,RED,2024,1
GASGAS,FSE450,RED,2024,1
GASGAS,GSX130,OGE,2023,1
GASGAS,SM 700,RED,2024,1
GENSIS,GV70  ,BLK,2024,1
GENSIS,GV70  ,GRY,2023,1
GENSIS,GV70  ,GRY,2024,4
GENSIS,GV70  ,SIL,2024,1
GENSIS,GV70  ,WHI,2023,1
GENSIS,GV70  ,WHI,2024,5
GENSIS,GV80  ,BLK,2024,1
GENSIS,GV80  ,BLU,2024,1
GENSIS,GV80  ,WHI,2024,1
GLDACS,G6SERI,GRN,2024,1
GMC   ,SIERRA,WHI,2024,1
GOLDAC,CROP  ,GRN,2023,1
GOLDAC,SPRAYR,GRN,2024,1
H DAV ,FLFBS ,BLK,2023,5
H DAV ,FLFBS ,GRY,2023,1
H DAV ,FLHCS ,BLK,2023,1
H DAV ,FLHRXS,BLK,2023,1
H DAV ,FLHTCU,GRN,2024,2
H DAV ,FLHTK ,BLK,2023,1
H DAV ,FLHTK ,BRZ,2024,1
H DAV ,FLHX  ,BLK,2024,3
H DAV ,FLHX  ,BLU,2024,1
H DAV ,FLHXSE,OGE,2023,1
H DAV ,FLHXST,BLK,2024,1
H DAV ,FLI   ,RED,2024,1
H DAV ,FLSB  ,BLK,2023,1
H DAV ,FLSB  ,GRY,2024,2
H DAV ,FLTRK ,BLK,2024,1
H DAV ,FLTRT ,BLK,2024,1
H DAV ,FLTRX ,OGE,2024,2
H DAV ,FLTRXB,BLK,2024,1
H DAV ,FLTRXS,BLK,2023,1
H DAV ,FLTRXS,BLK,2024,1
H DAV ,FLTRXS,BRZ,2024,1
H DAV ,FLTRXS,MRN,2024,1
H DAV ,FLTRXS,WHI,2024,1
H DAV ,FXBBS ,BLK,2024,9
H DAV ,FXBBS ,BLU,2024,3
H DAV ,FXBBS ,GRY,2024,2
H DAV ,FXBBS ,OGE,2023,1
H DAV ,FXBBS ,OGE,2024,2
H DAV ,FXBBS ,RED,2023,1
H DAV ,FXBR  ,BLK,2024,3
H DAV ,FXBR  ,BLU,2024,1
H DAV ,FXBR  ,GRY,2024,2
H DAV ,FXBR  ,WHI,2024,4
H DAV ,FXFBS ,BLK,2024,2
H DAV ,FXLRS ,BLK,2023,2
H DAV ,FXLRS ,BLU,2024,1
H DAV ,FXLRS ,GRY,2023,3
H DAV ,FXLRST,BLK,2023,2
H DAV ,FXLRST,RED,2024,1
H DAV ,LWZX50,BLK,2023,1
H DAV ,RA1250,BLK,2024,1
H DAV ,RH1250,BLK,2023,1
H DAV ,X300  ,BLK,2024,1
H DAV ,X500  ,BLK,2023,1
H MADE,MAMMUT,RED,2024,1
HAVAL ,H6    ,BLK,2024,66
HAVAL ,H6    ,BLU,2023,2
HAVAL ,H6    ,BLU,2024,13
HAVAL ,H6    ,GRN,2024,10
HAVAL ,H6    ,GRY,2023,1
HAVAL ,H6    ,GRY,2024,68
HAVAL ,H6    ,MRN,2024,1
HAVAL ,H6    ,RED,2024,14
HAVAL ,H6    ,WHI,2024,87
HAVAL ,H6 GT ,BLK,2024,16
HAVAL ,H6 GT ,BLU,2024,3
HAVAL ,H6 GT ,GRY,2024,2
HAVAL ,H6 GT ,WHI,2024,7
HAVAL ,H6 HYB,BLK,2023,1
HAVAL ,H6 HYB,BLK,2024,3
HAVAL ,H6 HYB,GRY,2023,1
HAVAL ,H6 HYB,GRY,2024,2
HAVAL ,H6 HYB,MRN,2024,1
HAVAL ,H6 HYB,WHI,2024,3
HAVAL ,H6 LUX,BLK,2024,1
HAVAL ,H6 LUX,GRN,2024,1
HAVAL ,H6 LUX,RED,2024,1
HAVAL ,H6 LUX,WHI,2024,2
HAVAL ,H6 PRE,GRY,2024,2
HAVAL ,H6 PRE,WHI,2024,2
HAVAL ,H6 ULT,BLK,2024,4
HAVAL ,H6 ULT,GRY,2024,1
HAVAL ,H6 ULT,RED,2024,2
HAVAL ,H6 ULT,WHI,2024,2
HAVAL ,H6GT  ,BLK,2024,4
HAVAL ,H6GT  ,BLU,2024,1
HAVAL ,H6GT  ,RED,2024,1
HAVAL ,H6GT  ,WHI,2024,1
HAVAL ,JOLION,BLK,2023,5
HAVAL ,JOLION,BLK,2024,90
HAVAL ,JOLION,BLU,2023,1
HAVAL ,JOLION,BLU,2024,37
HAVAL ,JOLION,GRN,2024,2
HAVAL ,JOLION,GRY,2023,2
HAVAL ,JOLION,GRY,2024,64
HAVAL ,JOLION,RED,2024,33
HAVAL ,JOLION,WHI,2023,5
HAVAL ,JOLION,WHI,2024,154
HAVAL ,ORA 48,GRN,2024,2
HAVAL ,ORA 48,RED,2024,1
HAVAL ,TANK 3,BLK,2023,1
HAVAL ,TANK 3,GRY,2024,1
HINO  ,1124 A,WHI,2024,1
HINO  ,300   ,WHI,2023,4
HINO  ,300   ,WHI,2024,11
HINO  ,300 61,WHI,2023,1
HINO  ,300 61,WHI,2024,3
HINO  ,300 71,WHI,2024,1
HINO  ,300 92,WHI,2024,1
HINO  ,500   ,WHI,2023,4
HINO  ,500   ,WHI,2024,7
HINO  ,500 FD,WHI,2023,4
HINO  ,500 FE,WHI,2023,3
HINO  ,500 FG,WHI,2024,4
HINO  ,500 FL,WHI,2024,3
HINO  ,500 GH,WHI,2024,1
HINO  ,616   ,WHI,2023,1
HINO  ,616 AM,WHI,2024,1
HINO  ,616 AT,WHI,2023,1
HINO  ,700   ,WHI,2023,2
HINO  ,700   ,WHI,2024,1
HINO  ,700 FS,WHI,2024,1
HINO  ,817 4X,WHI,2023,1
HINO  ,921   ,BLK,2023,1
HINO  ,921   ,WHI,2024,1
HINO  ,FD    ,WHI,2023,1
HINO  ,FD    ,WHI,2024,1
HINO  ,FD 112,WHI,2023,1
HINO  ,FD500 ,WHI,2024,1
HINO  ,FE 142,WHI,2023,3
HINO  ,FE 142,WHI,2024,2
HINO  ,FE1426,WHI,2024,3
HINO  ,FE500 ,WHI,2024,1
HINO  ,FG    ,WHI,2023,1
HINO  ,FG1628,WHI,2024,1
HINO  ,FL8J  ,WHI,2023,1
HINO  ,FS2848,WHI,2024,1
HINO  ,GH500 ,WHI,2024,1
HITACH,ZX260L,OGE,2023,1
HITACH,ZX55U ,OGE,2023,1
HOLAND,T6165 ,BLU,2023,1
HOLDEN,COMMOD,WHI,2024,1
HOLDEN,SILVEA,RED,2024,1
HOLDEN,SILVER,WHI,2024,1
HONDA ,ACCORD,BLK,2024,1
HONDA ,ACCORD,GRY,2024,2
HONDA ,CB 125,RED,2023,1
HONDA ,CB125F,BLK,2024,2
HONDA ,CB125F,RED,2024,2
HONDA ,CB350 ,BLK,2024,1
HONDA ,CB350F,BLU,2024,1
HONDA ,CB500F,RED,2024,1
HONDA ,CB500X,BLK,2023,1
HONDA ,CB500X,GRN,2023,1
HONDA ,CB500X,RED,2023,1
HONDA ,CB650R,BLK,2023,2
HONDA ,CB750R,BLK,2024,1
HONDA ,CBF125,RED,2023,2
HONDA ,CBF125,WHI,2024,1
HONDA ,CBF300,BLU,2024,1
HONDA ,CBR500,RED,2024,1
HONDA ,CBR50R,SIL,2023,1
HONDA ,CBR600,RED,2023,1
HONDA ,CIVIC ,BLK,2024,3
HONDA ,CIVIC ,BLU,2024,4
HONDA ,CIVIC ,RED,2024,6
HONDA ,CIVIC ,WHI,2023,2
HONDA ,CIVIC ,WHI,2024,12
HONDA ,CL500 ,BLK,2023,2
HONDA ,CL500 ,OGE,2023,1
HONDA ,CL500A,GRN,2023,1
HONDA ,CMX110,BLK,2023,1
HONDA ,CMX500,BLK,2024,7
HONDA ,CMX500,GRN,2023,2
HONDA ,CMX500,GRY,2023,1
HONDA ,CRF   ,WHI,2024,1
HONDA ,CRF110,BLU,2023,1
HONDA ,CRF110,RED,2023,2
HONDA ,CRF110,WHI,2023,3
HONDA ,CRF250,RED,2024,1
HONDA ,CRF300,RED,2023,4
HONDA ,CRF300,RED,2024,5
HONDA ,CRF450,RED,2024,1
HONDA ,CRF45L,RED,2023,1
HONDA ,CRV   ,BLK,2023,3
HONDA ,CRV   ,BLK,2024,18
HONDA ,CRV   ,BLU,2023,3
HONDA ,CRV   ,BLU,2024,31
HONDA ,CRV   ,GRY,2023,8
HONDA ,CRV   ,GRY,2024,45
HONDA ,CRV   ,RED,2023,8
HONDA ,CRV   ,RED,2024,21
HONDA ,CRV   ,SIL,2023,3
HONDA ,CRV   ,SIL,2024,18
HONDA ,CRV   ,WHI,2023,14
HONDA ,CRV   ,WHI,2024,41
HONDA ,CRV V ,WHI,2023,4
HONDA ,CRV VT,BLK,2024,1
HONDA ,CRV VT,GRY,2023,16
HONDA ,CRV VT,RED,2023,4
HONDA ,CRV VT,RED,2024,3
HONDA ,CRV VT,SIL,2023,7
HONDA ,CRV VT,SIL,2024,2
HONDA ,CRV VT,WHI,2023,16
HONDA ,CRV VT,WHI,2024,2
HONDA ,DIO 11,RED,2024,3
HONDA ,DIO110,WHI,2024,1
HONDA ,GB350 ,BLK,2023,1
HONDA ,GB350 ,BLK,2024,1
HONDA ,GB350R,BLK,2024,1
HONDA ,GL1800,GRY,2023,1
HONDA ,HONDA ,BLK,2023,1
HONDA ,HONDA ,BLU,2024,1
HONDA ,HONDA ,GRY,2024,2
HONDA ,HONDA ,RED,2024,3
HONDA ,HONDA ,SIL,2023,1
HONDA ,HONDA ,WHI,2024,2
HONDA ,HONDAZ,BLK,2023,1
HONDA ,HONDAZ,BLU,2024,3
HONDA ,HONDAZ,GRY,2024,20
HONDA ,HONDAZ,RED,2023,2
HONDA ,HONDAZ,RED,2024,2
HONDA ,HONDAZ,WHI,2023,1
HONDA ,HONDAZ,WHI,2024,6
HONDA ,HRV   ,BLK,2023,2
HONDA ,HRV   ,BLK,2024,7
HONDA ,HRV   ,GRY,2023,1
HONDA ,HRV   ,GRY,2024,12
HONDA ,HRV   ,RED,2023,4
HONDA ,HRV   ,RED,2024,12
HONDA ,HRV   ,SIL,2024,6
HONDA ,HRV   ,WHI,2023,2
HONDA ,HRV   ,WHI,2024,46
HONDA ,HRV EH,GRY,2023,1
HONDA ,HRV EH,WHI,2024,2
HONDA ,MW110 ,WHI,2024,2
HONDA ,NAVI  ,GRN,2024,1
HONDA ,NAVI  ,RED,2024,2
HONDA ,NSC110,MRN,2024,1
HONDA ,NSC110,RED,2024,3
HONDA ,NSC110,WHI,2024,1
HONDA ,NSS350,BLK,2024,2
HONDA ,NSS350,GRY,2024,1
HONDA ,NT 110,BLK,2023,1
HONDA ,NT1100,GRY,2023,1
HONDA ,NT1100,SIL,2023,1
HONDA ,NVA110,RED,2024,1
HONDA ,PCX 12,GRY,2023,1
HONDA ,PCX125,GRY,2024,2
HONDA ,PIONEE,RED,2024,1
HONDA ,SX1000,RED,2024,1
HONDA ,SXS 10,RED,2024,2
HONDA ,SXS 70,RED,2024,1
HONDA ,SXS100,RED,2024,1
HONDA ,SXS520,RED,2024,2
HONDA ,SXS700,RED,2024,1
HONDA ,TRANSA,GRY,2024,1
HONDA ,XL750 ,BLK,2024,1
HONDA ,XL750 ,GRY,2024,2
HONDA ,XL750 ,WHI,2023,1
HONDA ,XL750 ,WHI,2024,3
HONDA ,XL750P,GRY,2024,1
HONDA ,ZR V  ,BLU,2024,1
HONDA ,ZRV   ,BLK,2023,5
HONDA ,ZRV   ,BLK,2024,15
HONDA ,ZRV   ,BLU,2023,4
HONDA ,ZRV   ,BLU,2024,12
HONDA ,ZRV   ,GRY,2023,3
HONDA ,ZRV   ,GRY,2024,30
HONDA ,ZRV   ,MRN,2023,1
HONDA ,ZRV   ,MRN,2024,6
HONDA ,ZRV   ,RED,2023,4
HONDA ,ZRV   ,RED,2024,16
HONDA ,ZRV   ,SIL,2023,1
HONDA ,ZRV   ,WHI,2023,2
HONDA ,ZRV   ,WHI,2024,16
HONDA ,ZRV V ,WHI,2024,2
HSQVRN,701 EN,WHI,2023,3
HSQVRN,FE250 ,WHI,2023,1
HSQVRN,FE350 ,GRY,2023,2
HSQVRN,FE350 ,GRY,2024,1
HSQVRN,FE350 ,WHI,2023,4
HSQVRN,FE350 ,WHI,2024,1
HSQVRN,FE450 ,WHI,2023,2
HSQVRN,FE501 ,WHI,2023,1
HSQVRN,FE501 ,WHI,2024,1
HSQVRN,I30   ,GRY,2024,1
HSQVRN,NORDEN,BLU,2023,7
HSQVRN,NORDEN,WHI,2023,1
HSQVRN,TE150 ,WHI,2024,1
HSQVRN,TE250 ,WHI,2023,1
HSQVRN,TE300 ,GRY,2023,1
HSQVRN,TE300 ,GRY,2024,1
HSQVRN,TE300 ,WHI,2023,7
HSQVRN,VPILEN,BLK,2023,2
HUSQVA,701 SU,WHI,2024,1
HUSQVA,NORDEN,BLU,2023,1
HYNDAI,2025  ,GRY,2024,1
HYNDAI,24    ,GRY,2024,1
HYNDAI,HL955A,WHI,2024,1
HYNDAI,I30   ,BLK,2024,28
HYNDAI,I30   ,BLU,2024,26
HYNDAI,I30   ,GRY,2023,1
HYNDAI,I30   ,GRY,2024,76
HYNDAI,I30   ,RED,2024,8
HYNDAI,I30   ,WHI,2024,44
HYNDAI,I30 HE,BLK,2024,1
HYNDAI,I30 HE,GRY,2024,1
HYNDAI,I30 HE,WHI,2024,2
HYNDAI,I30 PR,BLU,2024,1
HYNDAI,I30 SE,WHI,2024,1
HYNDAI,I30N  ,BLU,2024,1
HYNDAI,I30N  ,GRY,2024,3
HYNDAI,I30N  ,RED,2024,1
HYNDAI,I30N  ,WHI,2024,1
HYNDAI,IONIQ ,BLK,2024,2
HYNDAI,IONIQ ,BLU,2024,4
HYNDAI,IONIQ ,GRN,2024,1
HYNDAI,IONIQ ,GRY,2024,2
HYNDAI,IONIQ ,RED,2023,1
HYNDAI,IONIQ ,SIL,2024,1
HYNDAI,IONIQ ,WHI,2023,1
HYNDAI,IONIQ ,WHI,2024,4
HYNDAI,IONIQ5,GRY,2023,2
HYNDAI,IONIQ5,WHI,2024,1
HYNDAI,K     ,WHI,2024,1
HYNDAI,KONA  ,BLK,2024,21
HYNDAI,KONA  ,BLU,2024,33
HYNDAI,KONA  ,GRN,2024,62
HYNDAI,KONA  ,GRY,2024,96
HYNDAI,KONA  ,OGE,2024,3
HYNDAI,KONA  ,RED,2024,47
HYNDAI,KONA  ,WHI,2023,2
HYNDAI,KONA  ,WHI,2024,197
HYNDAI,KONA  ,YLW,2024,8
HYNDAI,KONA E,BLK,2024,1
HYNDAI,KONA E,GRY,2024,1
HYNDAI,KONA E,RED,2024,2
HYNDAI,KONA E,WHI,2024,3
HYNDAI,KONA H,BLK,2024,1
HYNDAI,KONA H,GRN,2024,1
HYNDAI,KONA H,GRY,2024,4
HYNDAI,KONA H,RED,2024,2
HYNDAI,KONA H,WHI,2024,4
HYNDAI,KONA N,RED,2024,1
HYNDAI,KONA N,WHI,2024,3
HYNDAI,KONA P,BLK,2024,2
HYNDAI,KONA P,BLU,2024,2
HYNDAI,KONA P,GRN,2024,3
HYNDAI,KONA P,GRY,2024,2
HYNDAI,KONA P,RED,2024,1
HYNDAI,KONA P,WHI,2024,3
HYNDAI,KONA P,YLW,2024,1
HYNDAI,MG5   ,YLW,2024,1
HYNDAI,MIGHTY,SIL,2024,1
HYNDAI,MIGHTY,WHI,2024,2
HYNDAI,OMODA ,SIL,2024,1
HYNDAI,OUTLAN,GRY,2024,1
HYNDAI,PALISA,BLK,2023,1
HYNDAI,PALISA,BLK,2024,29
HYNDAI,PALISA,BLU,2023,2
HYNDAI,PALISA,BLU,2024,9
HYNDAI,PALISA,BRN,2023,2
HYNDAI,PALISA,BRN,2024,2
HYNDAI,PALISA,GRY,2023,2
HYNDAI,PALISA,GRY,2024,12
HYNDAI,PALISA,MRN,2023,1
HYNDAI,PALISA,SIL,2024,4
HYNDAI,PALISA,WHI,2023,5
HYNDAI,PALISA,WHI,2024,42
HYNDAI,R80CR9,YLW,2024,1
HYNDAI,SANET ,BRN,2024,1
HYNDAI,SANET ,GRY,2024,1
HYNDAI,SANTA ,BLK,2024,16
HYNDAI,SANTA ,BLU,2024,13
HYNDAI,SANTA ,BRN,2024,2
HYNDAI,SANTA ,BRZ,2024,10
HYNDAI,SANTA ,CRM,2024,4
HYNDAI,SANTA ,GLD,2024,1
HYNDAI,SANTA ,GRN,2024,11
HYNDAI,SANTA ,GRY,2023,3
HYNDAI,SANTA ,GRY,2024,23
HYNDAI,SANTA ,OGE,2024,4
HYNDAI,SANTA ,SIL,2023,4
HYNDAI,SANTA ,SIL,2024,9
HYNDAI,SANTA ,WHI,2023,6
HYNDAI,SANTA ,WHI,2024,24
HYNDAI,SANTAF,BRZ,2024,2
HYNDAI,SANTAF,GRN,2024,1
HYNDAI,SANTAF,WHI,2024,1
HYNDAI,SONATA,BLK,2024,3
HYNDAI,SONATA,GRY,2023,1
HYNDAI,SONATA,GRY,2024,3
HYNDAI,SONATA,RED,2024,3
HYNDAI,SONATA,SIL,2024,1
HYNDAI,SONATA,WHI,2023,1
HYNDAI,SONATA,WHI,2024,4
HYNDAI,STAIA ,WHI,2024,1
HYNDAI,STARIA,BLK,2024,3
HYNDAI,STARIA,BLU,2024,2
HYNDAI,STARIA,GRY,2024,3
HYNDAI,STARIA,SIL,2024,8
HYNDAI,STARIA,WHI,2023,1
HYNDAI,STARIA,WHI,2024,109
HYNDAI,TUCSON,BLK,2023,4
HYNDAI,TUCSON,BLK,2024,21
HYNDAI,TUCSON,BLU,2023,3
HYNDAI,TUCSON,BLU,2024,14
HYNDAI,TUCSON,GRN,2024,2
HYNDAI,TUCSON,GRY,2023,16
HYNDAI,TUCSON,GRY,2024,127
HYNDAI,TUCSON,RED,2024,21
HYNDAI,TUCSON,SIL,2023,2
HYNDAI,TUCSON,SIL,2024,31
HYNDAI,TUCSON,WHI,2023,12
HYNDAI,TUCSON,WHI,2024,173
